Unnamed..0_comp1	ensembl_gene_id	mgi_symbol_comp1	chromosome_name_comp1	start_position_comp1	end_position_comp1	strand_comp1	gene_biotype_comp1	baseMean_comp1	log2FoldChange_comp1	lfcSE_comp1	pvalue_comp1	padj_comp1	isTF_comp1	Unnamed..0_comp2	mgi_symbol_comp2	chromosome_name_comp2	start_position_comp2	end_position_comp2	strand_comp2	gene_biotype_comp2	baseMean_comp2	log2FoldChange_comp2	lfcSE_comp2	pvalue_comp2	padj_comp2	isTF_comp2	score	p	convergence	p.adjust_score
4586	ENSMUSG00000000126	Wnt9a	11	59197754	59224378	1	protein_coding	207.9563	-0.1121792	0.1170007	0.174204	0.4654051		11831	Wnt9a	11	59197754	59224378	1	protein_coding	207.956252997428	0.0802083653805293	0.122235554405657	0.48225720784666	0.661243886880949		-0.00687007111379672	0.088575	low	0.111809282917783
2596	ENSMUSG00000000127	Fer	17	64170057	64446491	1	protein_coding	141.1178	-0.1819673	0.1343917	0.04331883	0.2045094		7571	Fer	17	64170057	64446491	1	protein_coding	141.117789037081	-0.202336427068873	0.137659737649669	0.108412966384962	0.232290997318301		0.0386682049799033	0.056925	high	0.105179475192279
781	ENSMUSG00000000131	Xpo6	7	125700887	125799673	-1	protein_coding	566.700343042408	0.281664053026416	0.105699866826225	0.0008847552137474	0.0138796682187375		4768	Xpo6	7	125700887	125799673	-1	protein_coding	566.700343042408	0.24339140421331	0.0983604937428812	0.0096213834251347	0.0327344970475118		0.142437777128038	0.029125	high	0.100376793248945
8990	ENSMUSG00000000134	Tfe3	X	7628799	7641441	1	protein_coding	142.4253	0.04135392	0.124184	0.6114317	0.833369	Yes	4757	Tfe3	X	7628799	7641441	1	protein_coding	142.425317853317	0.353698736767081	0.152127768809386	0.0094973053146789	0.032387068912071	Yes	0.0960058522292044	0.038	high	0.101854298840516
11613	ENSMUSG00000000142	Axin2	11	108811175	108841609	1	protein_coding	164.6006	0.008016609	0.113564	0.919212	0.9697237		6106	Axin2	11	108811175	108841609	1	protein_coding	164.600570760961	-0.262814732295319	0.13870983599433	0.0381298214348609	0.101298895517227		-0.0430981445648461	0.0579	low	0.105548400535635
9751	ENSMUSG00000000148	Brat1	5	140690766	140705134	1	protein_coding	108.6995	-0.03131702	0.1304723	0.700733	0.8802427		9477	Brat1	5	140690766	140705134	1	protein_coding	108.699536302957	0.167150979000862	0.162362049249932	0.244315592340101	0.418125407102281		-0.00849993719735684	0.085525	low	0.11075492019871
5234	ENSMUSG00000000149	Gna12	5	140744163	140816186	-1	protein_coding	295.8273	-0.09615452	0.1092909	0.2264582	0.5301044		3446	Gna12	5	140744163	140816186	-1	protein_coding	295.827263429545	0.359982250848974	0.114134647774449	0.0007916548351798	0.0037267047986905		-0.12757028182676	0.0347	low	0.101424766248575
291	ENSMUSG00000000168	Dlat	9	50545933	50571080	-1	protein_coding	2343.36162915471	-0.312680430536921	0.0802018534699194	9.54275713465518e-06	0.000400403631554		2413	Dlat	9	50545933	50571080	-1	protein_coding	2343.36162915471	-0.298597214891158	0.0723122092547436	2.30839350738503e-05	0.0001551875651753		0.188480150742199	0.021825	high	0.0986189449983918
668	ENSMUSG00000000171	Sdhd	9	50507657	50515112	-1	protein_coding	2744.26130889721	-0.230462419035898	0.0731509802280175	0.0004346586711218	0.0079687693719086		1306	Sdhd	9	50507657	50515112	-1	protein_coding	2744.26130889721	-0.377491088724634	0.0674594916109447	1.06922825977439e-08	1.32810266692651e-07		0.200079594872516	0.020675	high	0.0985978891820581
593	ENSMUSG00000000183	Fgf6	6	126992549	127005150	1	protein_coding	117.418844805375	-0.431682193950147	0.200617343489132	0.0002672408101279	0.0055214745458478		9103	Fgf6	6	126992549	127005150	1	protein_coding	117.418844805375	0.168710616270214	0.150634728650244	0.213254309122578	0.380029814631052		-0.203880783833943	0.022275	low	0.0986189449983918
3212	ENSMUSG00000000184	Ccnd2	6	127102125	127129156	-1	protein_coding	138.9014	-0.1597856	0.150119	0.07585558	0.2893255		3073	Ccnd2	6	127102125	127129156	-1	protein_coding	138.901367028519	0.536920932934957	0.16921875707486	0.0002794858931346	0.0014753726516208		-0.273379839569039	0.016275	low	0.0967333771353482
7508	ENSMUSG00000000194	Gpr107	2	31042328	31108787	1	protein_coding	605.4122	0.0520044	0.08800326	0.4497549	0.7337484		3544	Gpr107	2	31042328	31108787	1	protein_coding	605.412154134312	0.289971739465898	0.0917288263781732	0.0010047549423982	0.0045990786330657		0.0691795373451731	0.04765	high	0.103289724576271
5085	ENSMUSG00000000223	Drp2	X	133305300	133357322	1	protein_coding	58.97777	0.1007616	0.1648001	0.2134194	0.5142211		1808	Drp2	X	133305300	133357322	1	protein_coding	58.9777652200327	1.03614292128804	0.266713202296283	8.71301927679358e-07	7.8176216099638e-06		0.566695266364784	0.004925	high	0.0866478076379067
2198	ENSMUSG00000000253	Gmpr	13	45660920	45707276	1	protein_coding	1831.361	-0.1615737	0.08997811	0.02744072	0.1529589		453	Gmpr	13	45660920	45707276	1	protein_coding	1831.36107428866	-0.726878287447403	0.0870307700451128	3.76238910365607e-18	1.34731735186553e-16		0.384564614720773	0.00905	high	0.0916368595041322
6708	ENSMUSG00000000266	Mid2	X	139565348	139668464	1	protein_coding	82.41669	0.07510128	0.1399014	0.3669884	0.6701956		9249	Mid2	X	139565348	139668464	1	protein_coding	82.4166946058179	0.184021630803945	0.175196300945371	0.225127703793341	0.394803862126838		0.0111385830051102	0.078	high	0.109756038923869
10316	ENSMUSG00000000275	Trim25	11	88890202	88911119	1	protein_coding	164.1101	0.02379694	0.1191523	0.7670486	0.9110321		8933	Trim25	11	88890202	88911119	1	protein_coding	164.110071840937	0.167293473657225	0.142860661658959	0.197955367563218	0.359479679011589		0.00846695672059102	0.078975	high	0.10991726684085
10403	ENSMUSG00000000276	Dgke	11	88926005	88957676	-1	protein_coding	99.77909	-0.02301342	0.1288845	0.7770405	0.915826		4381	Dgke	11	88926005	88957676	-1	protein_coding	99.779087153827	-0.418980042176408	0.173710078762533	0.0054279926142344	0.0200988121862843		0.125953789867848	0.031125	high	0.100618337730871
10126	ENSMUSG00000000278	Scpep1	11	88814846	88846291	-1	protein_coding	116.6675	0.02649231	0.1263464	0.7443085	0.9006554		2791	Scpep1	11	88814846	88846291	-1	protein_coding	116.667450986542	0.554583303323164	0.162204662982988	0.0001062828113726	0.0006177426607263		0.201608280473007	0.019925	high	0.0983962515114873
5446	ENSMUSG00000000282	Mnt	11	74721746	74736551	1	protein_coding	201.0849	-0.09779682	0.1274026	0.2450553	0.5514142	Yes	9470	Mnt	11	74721746	74736551	1	protein_coding	201.084902618499	-0.152694153534893	0.144118828776294	0.243358929933761	0.416887970214278	Yes	0.00926804057810263	0.0796	high	0.110009641407307
10338	ENSMUSG00000000290	Itgb2	10	77366086	77401542	1	protein_coding	34.55638	-0.02123529	0.1614313	0.7702165	0.9121605		4576	Itgb2	10	77366086	77401542	1	protein_coding	34.5563791260099	0.525826342209796	0.265888638553777	0.0073022110044259	0.0258864656717215		-0.188760631738897	0.025475	low	0.0990344184576486
2155	ENSMUSG00000000295	Hddc2	10	31189379	31204200	1	protein_coding	80.32183	-0.2123549	0.1642812	0.0257628	0.1464714		1288	Hddc2	10	31189379	31204200	1	protein_coding	80.3218312677061	-1.03782848312953	0.211271664657303	8.38585928603643e-09	1.05617553833915e-07		0.667446115157008	0.003225	high	0.0838294736842105
7154	ENSMUSG00000000296	Tpd52l1	10	31208372	31321954	-1	protein_coding	251.8804	-0.06336582	0.105858	0.4129278	0.7075428		3856	Tpd52l1	10	31208372	31321954	-1	protein_coding	251.880351297232	-0.343581256057412	0.119455624056067	0.0020868604519465	0.008779318011275		0.0941734487786102	0.039025	high	0.101991728525981
919	ENSMUSG00000000305	Cdh4	2	179084224	179541166	1	protein_coding	224.396036718634	-0.331764502948127	0.170282498595071	0.0016982322478979	0.0226406327543472		2248	Cdh4	2	179084224	179541166	1	protein_coding	224.396036718634	-0.633560252057882	0.163116660319077	1.04846548093438e-05	7.56592839489215e-05		0.469805954979929	0.0066	high	0.0905522956326988
7043	ENSMUSG00000000317	Bcl6b	11	70114954	70120624	-1	protein_coding	106.9957	-0.06717227	0.1539391	0.4010743	0.6977087	Yes	365	Bcl6b	11	70114954	70120624	-1	protein_coding	106.995703279191	1.99295522885691	0.243465498449854	4.01656471024461e-20	1.78511541724899e-18	Yes	-1.37735752195621	0.0011	low	0.0804185328185328
6565	ENSMUSG00000000318	Clec10a	11	70047023	70061660	1	protein_coding	53.64596	0.0757364	0.1506521	0.354002	0.6606599		15294	Clec10a	11	70047023	70061660	1	protein_coding	53.6459623938	0.0243023231331529	0.198284618863165	0.882512275880295	0.936060817270181		0.000793469028672087	0.104575	high	0.114339978592454
4051	ENSMUSG00000000325	ENSMUSG00000000325		NA	NA	NA		246.9806	-0.1271877	0.1209224	0.1312014	0.3968107		2369	ENSMUSG00000000325		NA	NA	NA		246.980629628407	0.503844051779267	0.12748126626055	1.88707757367038e-05	0.000129219807514		-0.227885768992637	0.021	low	0.0985978891820581
5483	ENSMUSG00000000326	Comt	16	18225636	18245602	-1	protein_coding	427.1267	-0.08773809	0.1014611	0.2490749	0.5565748		4631	Comt	16	18225636	18245602	-1	protein_coding	427.126714727645	0.262418256795241	0.1039963724205	0.0079376706884338	0.0278049868079839		-0.0775468290253241	0.04695	low	0.103123375693574
3403	ENSMUSG00000000339	Rtca	3	116282612	116301857	-1	protein_coding	278.5583	0.1404421	0.1122258	0.08757807	0.3153119		7568	Rtca	3	116282612	116301857	-1	protein_coding	278.558331608785	-0.174887590749035	0.115912034828834	0.108350361962214	0.23224888633074		-0.0373975044215054	0.060425	low	0.106581015010722
389	ENSMUSG00000000340	Dbt	3	116306719	116343630	1	protein_coding	356.579725475947	-0.408214077182073	0.134968550646032	3.96812177795264e-05	0.0012517394553015		714	Dbt	3	116306719	116343630	1	protein_coding	356.579725475947	-0.851505938607232	0.123283611855406	1.21580172903435e-13	2.76228790593772e-12		0.743203161533667	0.002325	high	0.0815690217391304
2244	ENSMUSG00000000346	Dazap2	15	100513230	100518642	1	protein_coding	1009.402	0.1428998	0.07783747	0.02927214	0.1599104		5880	Dazap2	15	100513230	100518642	1	protein_coding	1009.40234892485	-0.151863063820473	0.0723910096303781	0.0316127588163712	0.0872171098283725		-0.0540210663466135	0.05405	low	0.104473677640818
8333	ENSMUSG00000000355	Mcts1	X	37689455	37702303	1	protein_coding	281.7018	-0.04703781	0.105168	0.5405514	0.7946583		2574	Mcts1	X	37689455	37702303	1	protein_coding	281.701807819673	-0.465640164222289	0.123152414354656	4.71625340393845e-05	0.0002972302358923		0.154025695233459	0.026625	high	0.0997908924205379
5431	ENSMUSG00000000359	Rem1	2	152468871	152477118	1	protein_coding	19.03929	0.07732193	0.1855456	0.2435757	0.5494918		3581	Rem1	2	152468871	152477118	1	protein_coding	19.0392946023943	0.777496810857371	0.38386741788821	0.0010875989287658	0.0049268444072715		0.362619799890486	0.0094	high	0.0917708171206226
7254	ENSMUSG00000000374	Trappc10	10	78022559	78080475	-1	protein_coding	822.9041	0.04877807	0.07530443	0.4227649	0.713979		12325	Trappc10	10	78022559	78080475	-1	protein_coding	822.904050498898	-0.0462863057737868	0.076236317982989	0.533033350787313	0.701483813299493		-0.00099379039889229	0.101	low	0.113705044564918
10401	ENSMUSG00000000378	Ccm2	11	6496887	6546744	1	protein_coding	247.959	0.02143988	0.1035104	0.777833	0.915826		14814	Ccm2	11	6496887	6546744	1	protein_coding	247.959008695321	0.0244583168848993	0.117586963956741	0.824670719809757	0.903180998353797		3.5618469395774e-05	0.11405	high	0.115564848785325
1540	ENSMUSG00000000384	Tbrg4	11	6565598	6576067	-1	protein_coding	643.222890685705	-0.204870026052935	0.0971785409247439	0.0091781399334997	0.0729724662331207		12270	Tbrg4	11	6565598	6576067	-1	protein_coding	643.222890685705	0.0547483885214253	0.0897255248955287	0.526776316743693	0.696443798713626		-0.0399978439676953	0.059125	low	0.106009704764689
4717	ENSMUSG00000000392	Fap	2	62331287	62404419	-1	protein_coding	60.01652	0.1118598	0.1576584	0.1845141	0.4792594		7236	Fap	2	62331287	62404419	-1	protein_coding	60.0165229974021	0.284843198713399	0.202674878546253	0.0881532277571534	0.197544089056022		0.0441158281091634	0.0534	high	0.104473677640818
862	ENSMUSG00000000399	Ndufa9	6	126798684	126826099	-1	protein_coding	2703.42414559908	-0.220972949689461	0.0783006323460646	0.0013041178550014	0.0185360231548472		463	Ndufa9	6	126798684	126826099	-1	protein_coding	2703.42414559908	-0.618833359830426	0.0735462351099256	4.9629109069624e-18	1.73884105254307e-16		0.371782587414844	0.00995	high	0.092629185520362
10407	ENSMUSG00000000420	Galnt1	18	24338401	24419875	1	protein_coding	1014.601	-0.01811057	0.0801755	0.7779115	0.915826		3048	Galnt1	18	24338401	24419875	1	protein_coding	1014.60135216783	-0.305041422092439	0.0865935096643429	0.0002623544845911	0.0013962973914166		0.072430014401997	0.04465	high	0.102832505518764
8890	ENSMUSG00000000435	Myf5	10	107318769	107321995	-1	protein_coding	19.74335	0.03530661	0.1710716	0.6019973	0.8296982	Yes	13840	Myf5	10	107318769	107321995	-1	protein_coding	19.7433521696661	-0.0701513136150249	0.270942967539512	0.706292888459504	0.827812806896714	Yes	-0.000652897577779931	0.106225	low	0.114636704515448
9263	ENSMUSG00000000439	Mkrn2	6	115578863	115599585	1	protein_coding	627.5687	0.02857958	0.07690952	0.6451645	0.8529258		1941	Mkrn2	6	115578863	115599585	1	protein_coding	627.568665855734	-0.384313350431306	0.0833261704438843	1.85646388138744e-06	1.55154853600551e-05		-0.115080085355124	0.037175	low	0.101623215476985
11382	ENSMUSG00000000440	Pparg	6	115337912	115467360	1	protein_coding	34.72711	-0.009530623	0.1654451	0.8911865	0.9593056	Yes	4800	Pparg	6	115337912	115467360	1	protein_coding	34.7271053419573	0.522431840592943	0.288204505469545	0.0100234553997707	0.033875102811475	Yes	-0.182592371441721	0.0246	low	0.0986189449983918
653	ENSMUSG00000000441	Raf1	6	115595028	115653596	-1	protein_coding	1048.40456495509	0.247767753083028	0.0798445532777231	0.0004091694767586	0.0076656293242539		6716	Raf1	6	115595028	115653596	-1	protein_coding	1048.40456495509	-0.136124852524164	0.07468405490806	0.0614649366014131	0.148463996656957		-0.102894926344218	0.039125	low	0.101991728525981
4880	ENSMUSG00000000489	Pdgfb	15	79880075	79899178	-1	protein_coding	350.8243	-0.1074836	0.1207356	0.1970903	0.4952125		250	Pdgfb	15	79880075	79899178	-1	protein_coding	350.824276596174	1.32335562967648	0.134606435435687	3.3289835837915e-25	2.16011086785063e-23		-0.830517336846383	0.0023	low	0.0815690217391304
8263	ENSMUSG00000000530	Acvrl1	15	101026403	101043217	1	protein_coding	146.4512	-0.05111005	0.1265463	0.5328005	0.7907089		3964	Acvrl1	15	101026403	101043217	1	protein_coding	146.451216593568	0.415549863091765	0.154298355299933	0.0025656230567199	0.0104993787149622		-0.138313788024421	0.0331	low	0.101056865188139
12135	ENSMUSG00000000531	Tamalin	15	101122069	101130637	1	protein_coding	71.66565	0.001593733	0.1392255	0.9841666	0.9936555		13230	Tamalin	15	101122069	101130637	1	protein_coding	71.6656457030548	0.0740202943212014	0.183750558093413	0.636762573419809	0.780768138020872		0.000422285733585802	0.110225	high	0.114687077889021
537	ENSMUSG00000000532	Acvr1b	15	101071948	101111565	1	protein_coding	1219.87147508468	0.334833814561616	0.113323019159168	0.0001696214070042	0.0038700213754488		1933	Acvr1b	15	101071948	101111565	1	protein_coding	1219.87147508468	-0.4745435024585	0.104720426490606	1.7427510086952e-06	1.46254044816625e-05		-0.444267422571426	0.0075	low	0.0905557924003707
5336	ENSMUSG00000000538	Tom1l2	11	60117540	60243731	-1	protein_coding	1929.857	0.06525222	0.06697826	0.2349048	0.5391835		3180	Tom1l2	11	60117540	60243731	-1	protein_coding	1929.85659193393	0.219178289129969	0.0629936767242822	0.0003930584980019	0.0020050927530151		0.0441865997070855	0.0536	high	0.104473677640818
8685	ENSMUSG00000000552	Zfp385a	15	103222322	103248520	-1	protein_coding	107.229	0.04538339	0.1323242	0.579728	0.817827	Yes	11830	Zfp385a	15	103222322	103248520	-1	protein_coding	107.228997332228	-0.10315421793439	0.167237487614323	0.482198757498105	0.661219631794949	Yes	-0.00232816956794062	0.098825	low	0.113408362956034
6442	ENSMUSG00000000555	Itga5	15	103252713	103275190	-1	protein_coding	185.5205	0.07927362	0.1280211	0.3411529	0.6489093		154	Itga5	15	103252713	103275190	-1	protein_coding	185.520483168982	1.73791215988775	0.158910750891637	1.97775692905162e-31	2.08332291578412e-29		1.1435278316566	0.001125	high	0.0804185328185328
11362	ENSMUSG00000000561	Wdr77	3	105866685	105877353	1	protein_coding	186.9823	-0.01078107	0.1069594	0.8888698	0.9584057		7405	Wdr77	3	105866685	105877353	1	protein_coding	186.982334629922	0.189674850378079	0.122814488127458	0.0976400168669934	0.213898224661224		-0.0164790814347093	0.07545	low	0.109268723404255
172	ENSMUSG00000000563	Atp5pb	3	105850014	105867415	-1	protein_coding	6086.31750171047	-0.294125569710956	0.0643234888686635	6.76777167706852e-07	4.79455757011059e-05		268	Atp5pb	3	105850014	105867415	-1	protein_coding	6086.31750171047	-0.581901524033142	0.0584752524838763	4.10351450061661e-24	2.48385120257473e-22		0.395846419738692	0.00785	high	0.0905557924003707
11256	ENSMUSG00000000567	Sox9	11	112673050	112678586	1	protein_coding	46.81155	-0.01115877	0.1601673	0.8784814	0.9557079	Yes	515	Sox9	11	112673050	112678586	1	protein_coding	46.811547528481	2.15963789633243	0.295304777837219	6.19435098991409e-17	1.95116042249294e-15	Yes	-1.48387290516017	0.000725	low	0.0804185328185328
7264	ENSMUSG00000000568	Hnrnpd	5	100103794	100126797	-1	protein_coding	732.0185	0.05049215	0.07869691	0.4237018	0.7146468		8959	Hnrnpd	5	100103794	100126797	-1	protein_coding	732.018539029558	-0.100112715991628	0.0805439743893604	0.200401221511022	0.362865120588437		-0.00541296481560339	0.091025	low	0.112276079734219
3090	ENSMUSG00000000581	C1d	11	17207579	17219176	1	protein_coding	533.0757	-0.1328257	0.09203909	0.06901499	0.2737347		713	C1d	11	17207579	17219176	1	protein_coding	533.075739231096	-0.657789381735534	0.0926586746841026	1.17008522073786e-13	2.66214901133374e-12		0.308514411134717	0.012175	high	0.0945110555902561
9762	ENSMUSG00000000594	Gm2a	11	54988941	55003855	1	protein_coding	186.758	-0.03009185	0.1115975	0.7022594	0.8813852		9427	Gm2a	11	54988941	55003855	1	protein_coding	186.758010407038	-0.14187035710922	0.130733180271078	0.240261398491764	0.413465054375714		0.00549902710484538	0.08805	high	0.111560351602896
7360	ENSMUSG00000000600	Krit1	5	3853184	3895564	1	protein_coding	311.4756	-0.05845973	0.09925728	0.4331774	0.7210991		12265	Krit1	5	3853184	3895564	1	protein_coding	311.475588324276	0.0636954643164192	0.105765683566884	0.526241292328036	0.695906598528198		-0.00161799984646519	0.098875	low	0.113408362956034
10758	ENSMUSG00000000605	Clcn4	7	7285308	7303850	-1	protein_coding	779.2867	-0.0142787	0.07618015	0.8169359	0.9303208		4326	Clcn4	7	7285308	7303850	-1	protein_coding	779.286748519408	-0.222780343642414	0.081829599041003	0.0049681066159062	0.0186298255948293		0.0411317391545829	0.055925	high	0.104993144424132
239	ENSMUSG00000000628	Hk2	6	82702006	82751435	-1	protein_coding	7312.43437031246	-0.310183485693431	0.0740143195571605	2.96334226759893e-06	0.0001519115877097		2290	Hk2	6	82702006	82751435	-1	protein_coding	7312.43437031246	0.283414722080814	0.0662589835574841	1.25920941410251e-05	8.92004153518383e-05		-0.26893853885382	0.01635	low	0.0967333771353482
2828	ENSMUSG00000000631	Myo18a	11	77654072	77756806	1	protein_coding	5188.098	0.114265	0.07042088	0.05425739	0.2350763		225	Myo18a	11	77654072	77756806	1	protein_coding	5188.09847990378	0.665609288615024	0.0640343623401933	2.34261023658342e-26	1.68896992257139e-24		0.309276100023137	0.01165	high	0.0940498076923077
7273	ENSMUSG00000000693	Loxl3	6	83011154	83029543	1	protein_coding	38.79165	0.06176678	0.1595955	0.4248927	0.7150503		7536	Loxl3	6	83011154	83029543	1	protein_coding	38.7916481039918	0.290279915956598	0.230677652799806	0.105789120493457	0.227721750616357		0.0355109802171048	0.059175	high	0.106009704764689
924	ENSMUSG00000000708	Kat2b	17	53873889	53979748	1	protein_coding	1325.14510323286	0.258156291778571	0.101925305013236	0.0017445257445595	0.0231319582492892		1635	Kat2b	17	53873889	53979748	1	protein_coding	1325.14510323286	-0.481968666060435	0.0974252505248308	2.18068279308929e-07	2.16361078100884e-06		-0.369633289664879	0.01125	low	0.0940498076923077
3624	ENSMUSG00000000711	Rab5b	10	128513044	128532133	-1	protein_coding	1594.884	0.102347	0.07652086	0.1026657	0.3470918		3196	Rab5b	10	128513044	128532133	-1	protein_coding	1594.8843525722	-0.247214671108409	0.0717124773138324	0.0004129635247533	0.0020960870771429		-0.0794201212834452	0.0479	low	0.103302866186038
7794	ENSMUSG00000000732	Icosl	10	77905136	77919747	1	protein_coding	41.29218	-0.05247163	0.1637196	0.4805518	0.7552247		2511	Icosl	10	77905136	77919747	1	protein_coding	41.292179203334	0.884964289520822	0.285944948994182	3.55983000843185e-05	0.0002299160674224		-0.442558493570816	0.007475	low	0.0905557924003707
1559	ENSMUSG00000000738	Spg7	8	123789681	123824499	1	protein_coding	1450.69983143104	0.179659255845416	0.0814564690804856	0.0096122608699198	0.0755416421925964		3698	Spg7	8	123789681	123824499	1	protein_coding	1450.69983143104	-0.235496999998827	0.0760899602839395	0.0014718973177218	0.0064567653564313		-0.131186421687395	0.034	low	0.101424766248575
4939	ENSMUSG00000000739	Sult5a1	8	123866931	123885054	-1	protein_coding	33.17795	0.0995084	0.1725475	0.2023892	0.5019774		14027	Sult5a1	8	123866931	123885054	-1	protein_coding	33.1779541566961	0.0627117616542261	0.237738748308404	0.727465124582463	0.841416984010964		0.00254410902266097	0.095275	high	0.112947198838897
2053	ENSMUSG00000000740	Rpl13	8	123829089	123831983	1	protein_coding	2870.153	0.1373116	0.07007511	0.02313122	0.1380021		5319	Rpl13	8	123829089	123831983	1	protein_coding	2870.15306614862	0.146047463669956	0.063229878846791	0.0186281817099529	0.0568126271289444		0.0333864725331188	0.061425	high	0.106621777150917
1305	ENSMUSG00000000743	Chmp1a	8	123931003	123939502	-1	protein_coding	858.244451114775	0.206070569088794	0.0874632769358667	0.0051774984102164	0.0485949494228981		7555	Chmp1a	8	123931003	123939502	-1	protein_coding	858.244451114775	-0.128441664074174	0.0823508625245015	0.107595134566462	0.231026905749457		-0.0745790352293423	0.049325	low	0.1039260361135
2264	ENSMUSG00000000751	Rpa1	11	75188992	75239150	-1	protein_coding	936.8528	0.1507332	0.0839191	0.03004314	0.1625833		6184	Rpa1	11	75188992	75239150	-1	protein_coding	936.852806667891	-0.156961905553046	0.0787585291978039	0.0402714435226092	0.105608228344372		-0.0556336319920014	0.0536	low	0.104473677640818
11589	ENSMUSG00000000753	Serpinf1	11	75300595	75313527	-1	protein_coding	428.6116	0.008356782	0.113307	0.915731	0.9681194		9411	Serpinf1	11	75300595	75313527	-1	protein_coding	428.611642192021	0.14429190183427	0.133066617563952	0.239258307858786	0.412423571622543		0.00543044358595509	0.08855	high	0.111809282917783
8132	ENSMUSG00000000759	Tubgcp3	8	12664277	12722248	-1	protein_coding	182.8523	0.05106423	0.1117903	0.5187027	0.7814985		5292	Tubgcp3	8	12664277	12722248	-1	protein_coding	182.85226225329	0.279992929620236	0.127648065552278	0.0178886312851956	0.0548354831270678		0.0627838727086725	0.04775	high	0.103289724576271
